scene	track	start_ms	end_ms	text	campaign	block	timing_basis_movie	timing_status
0x0B	secondary_ms	21510	24700	아치발드는 본보기로 삼으려고\n대군을 보내 공격하고 있소.	roland	scenario_6_loyal	GOOD06AV.SMK	voice_aligned
0x0B	secondary_ms	24700	28770	외교적 신뢰를 지키려면 반드시\n그들을 구해야 하오.	roland	scenario_6_loyal	GOOD06AV.SMK	voice_aligned
0x0B	secondary_ms	29110	33990	할턴 경을 보내 그대가 여마법사들을\n모으는 일을 돕게 하겠소.	roland	scenario_6_loyal	GOOD06AV.SMK	voice_aligned
0x0B	secondary_ms	34190	36170	다시 한번 고맙소.	roland	scenario_6_loyal	GOOD06AV.SMK	voice_aligned
0x0C	secondary_ms	50	1740	잘 선택했소!	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	1740	8030	계속 충성한다면 전쟁이 끝난\n뒤 반드시 보답받을 것이오.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	8270	12280	노라스턴의 여마법사들에게서\n도움을 청하는 전갈이 왔소.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	12280	16370	그들이 공개적으로 내 편에\n서자 아치발드가 분노했소.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	16610	20140	아치발드는 본보기로 삼으려고\n대군을 보내 공격하고 있소.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	20140	24650	외교적 신뢰를 지키려면 반드시\n그들을 구해야 하오.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	24950	29520	할턴 경을 보내 그대가 여마법사들을\n모으는 일을 돕게 하겠소.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0C	secondary_ms	29520	31210	다시 한번 고맙소.	roland	scenario_6_switched	GOOD06BV.SMK	voice_aligned
0x0D	secondary_ms	50	4120	여마법사들이 감사를 전했소.\n그대가 나를 섬기는 동안	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0D	secondary_ms	4120	7210	최고의 이들을 보내겠다고 했소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0D	secondary_ms	7530	10210	훌륭한 장군, 조언이 필요하오.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0D	secondary_ms	10210	15270	사악한 형제를 공격할 때가\n점점 가까워지고 있소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0D	secondary_ms	15350	17860	그러나 참모들의 의견이 갈렸소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0D	secondary_ms	17860	23240	절반은 아치발드에게 충성하는 영주들을\n공격할 병력을 모으라고 조언했소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0D	secondary_ms	23240	30230	나머지는 여행의 관문을 지나 전설의\n궁극의 왕관을 찾으라고 하더군.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0D	secondary_ms	30410	31610	그대는 어느 쪽을 택하겠소?	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0E	secondary_ms	50	4120	여마법사들이 감사를 전했소.\n그대가 나를 섬기는 동안	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0E	secondary_ms	4120	7210	최고의 이들을 보내겠다고 했소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0E	secondary_ms	7530	10210	훌륭한 장군, 조언이 필요하오.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0E	secondary_ms	10210	15270	사악한 형제를 공격할 때가\n점점 가까워지고 있소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0E	secondary_ms	15350	17860	그러나 참모들의 의견이 갈렸소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0E	secondary_ms	17860	23240	절반은 아치발드에게 충성하는 영주들을\n공격할 병력을 모으라고 조언했소.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0E	secondary_ms	23240	30230	나머지는 여행의 관문을 지나 전설의\n궁극의 왕관을 찾으라고 하더군.	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned_split
0x0E	secondary_ms	30410	31610	그대는 어느 쪽을 택하겠소?	roland	scenario_7_or_8	GOOD07QW.SMK	voice_aligned
0x0F	secondary_ms	30	3990	병력을 모아 아치발드의\n수비군을 칠 준비를 마쳤군.	roland	scenario_9	GOOD09W.SMK	voice_aligned
0x0F	secondary_ms	4050	10900	서부의 내 영지가 다급한 반격을 받고 있어,\n이 중요한 때에 그대를 지원할 수 없소.	roland	scenario_9	GOOD09W.SMK	voice_aligned
0x0F	secondary_ms	10900	16870	그대가 모은 군사와 마법이 임무를\n이루기에 충분하기만을 바랄 뿐이오.	roland	scenario_9	GOOD09W.SMK	voice_aligned
0x0F	secondary_ms	16870	19330	하트 경이 그대를 도울 것이오.	roland	scenario_9	GOOD09W.SMK	voice_aligned
0x0F	secondary_ms	19550	24190	그리고 한 가지 더 있소. 코라곤\n장군을 꼭 사로잡으시오.	roland	scenario_9	GOOD09W.SMK	voice_aligned
0x0F	secondary_ms	24190	28710	그의 지혜를 빼앗으면 아치발드는\n더 쉽게 무너질 것이오.	roland	scenario_9	GOOD09W.SMK	voice_aligned
0x10	secondary_ms	110	3150	마침내 전쟁이 끝나 가는군.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x10	secondary_ms	3150	6520	내 형제는 그대의 군대\n앞에서도 항복을 거부하고,	roland	scenario_10	GOOD10W.SMK	voice_aligned_split
0x10	secondary_ms	6520	11890	언데드 군대를 보내 자기 백성과\n싸움을 계속하고 있소.	roland	scenario_10	GOOD10W.SMK	voice_aligned_split
0x10	secondary_ms	12130	18970	코라곤 장군을 상대로 싸운 그 병력을\n백성을 지키는 데 돌려야 하오.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x10	secondary_ms	19030	26970	방어는 하트 경에게 맡기고, 그대는\n약해진 형제를 공격하시오.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x10	secondary_ms	27450	32780	최근 아치발드의 가신들에게서\n빼앗은 영지는 마음대로 쓰시오.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x10	secondary_ms	32780	35810	현명하게 활용해 내 형제를 사로잡으시오!	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x10	secondary_ms	35810	38290	이 내전을 끝냅시다!	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x11	secondary_ms	110	3150	마침내 전쟁이 끝나 가는군.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x11	secondary_ms	3150	6520	내 형제는 그대의 군대\n앞에서도 항복을 거부하고,	roland	scenario_10	GOOD10W.SMK	voice_aligned_split
0x11	secondary_ms	6520	11890	언데드 군대를 보내 자기 백성과\n싸움을 계속하고 있소.	roland	scenario_10	GOOD10W.SMK	voice_aligned_split
0x11	secondary_ms	12130	18970	코라곤 장군을 상대로 싸운 그 병력을\n백성을 지키는 데 돌려야 하오.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x11	secondary_ms	19030	26970	방어는 하트 경에게 맡기고, 그대는\n약해진 형제를 공격하시오.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x11	secondary_ms	27450	32780	최근 아치발드의 가신들에게서\n빼앗은 영지는 마음대로 쓰시오.	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x11	secondary_ms	32780	35810	현명하게 활용해 내 형제를 사로잡으시오!	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x11	secondary_ms	35810	38290	이 내전을 끝냅시다!	roland	scenario_10	GOOD10W.SMK	voice_aligned
0x12	secondary_ms	170	7680	아치발드 형제여, 왕국과 나에게 저지른\n죄에 대해 형제라면 내게 베풀지 않았을	roland	ending	LIBRARYW.SMK	voice_aligned_split
0x12	secondary_ms	7680	11220	자비를 베풀겠소. 그대를 돌로\n만들어 서쪽 탑에 가두겠소.	roland	ending	LIBRARYW.SMK	voice_aligned_split
0x12	secondary_ms	11220	15910	나중에 후손들이 가엾게 여겨\n다시 살려 줄 때까지 말이오.	roland	ending	LIBRARYW.SMK	voice_aligned_split
0x12	secondary_ms	16190	17570	그런 날이 온다면 말이지만.	roland	ending	LIBRARYW.SMK	voice_aligned
0x12	secondary_ms	17730	22550	하지만 왕관을 다시 보는\n일은 절대 없을 것이오.	roland	ending	LIBRARYW.SMK	voice_aligned
0x13	secondary_ms	290	2800	나를 섬기기로 한 것에 감사하지.	archibald	scenario_1	EVIL01V.SMK	voice_aligned
0x13	secondary_ms	2800	6940	충성하는 가신에게 나는 아주\n관대한 군주가 될 수 있다.	archibald	scenario_1	EVIL01V.SMK	voice_aligned_split
0x13	secondary_ms	6940	11610	하지만 내게 충성을 거부하는\n겁쟁이 영주들은 다르다.	archibald	scenario_1	EVIL01V.SMK	voice_aligned_split
0x13	secondary_ms	11790	14610	왕은 나다! 롤랜드가 아니야!	archibald	scenario_1	EVIL01V.SMK	voice_aligned_combined
0x13	secondary_ms	14850	17890	감히 내 앞에서 충성을 거부할 수는 없다!	archibald	scenario_1	EVIL01V.SMK	voice_aligned
0x13	secondary_ms	17890	18640	가라!	archibald	scenario_1	EVIL01V.SMK	voice_aligned
0x13	secondary_ms	18640	23990	성에서 가장 가까운 영주들을\n본보기로 삼을 금을 주었다.	archibald	scenario_1	EVIL01V.SMK	voice_aligned
0x13	secondary_ms	24150	29110	놈들을 짓밟고, 내가 보낸 마법의\n부적으로 결과를 보고하라.	archibald	scenario_1	EVIL01V.SMK	voice_aligned
0x14	secondary_ms	350	2020	훌륭하군, 장군.	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x14	secondary_ms	2020	4380	확실한 인상을 남겼지?	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x14	secondary_ms	4380	9660	가까운 영주들은 충성하겠지만,\n먼 곳의 영주들은 아직 망설인다.	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x14	secondary_ms	9660	13270	두 번째 본보기가 필요하겠군.	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x14	secondary_ms	13570	17600	북쪽의 얼어붙은 황무지,\n크라사우 지방에는 아버지가	archibald	scenario_2	EVIL02W.SMK	voice_aligned_split
0x14	secondary_ms	17600	21610	정복하지 않은 바바리안\n부족들이 살고 있다.	archibald	scenario_2	EVIL02W.SMK	voice_aligned_split
0x14	secondary_ms	21950	27390	한데 모이면 강한 놈들이지만 다행히\n한 번도 힘을 모으지 못했지.	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x14	secondary_ms	27390	30300	그곳으로 가서 놈들을\n정복하고 하나로 통일하라.	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x14	secondary_ms	30300	34790	내 형제의 반란을 짓밟을\n훌륭한 보병이 될 것이다.	archibald	scenario_2	EVIL02W.SMK	voice_aligned
0x15	secondary_ms	270	2850	결정을 내려야겠군.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x15	secondary_ms	2850	7020	롤랜드가 드워프 왕과\n동맹을 맺었다는 소식이다.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x15	secondary_ms	7020	12900	그 동맹이 나와 우리의 지위에\n얼마나 위험한지 알겠지.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x15	secondary_ms	12900	17590	한편 네크로맨서 길드에서도\n도움을 청하는 전갈이 왔다.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x15	secondary_ms	17590	24050	왕실군이 바쁜 틈을 타 위저드 길드가\n오랜 숙적을 공격한 모양이다.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x15	secondary_ms	24210	32090	장군, 내가 묻겠다. 드워프 동맹을\n깨뜨릴까, 네크로맨서 길드를 구할까?	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x16	secondary_ms	270	2850	결정을 내려야겠군.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x16	secondary_ms	2850	7020	롤랜드가 드워프 왕과\n동맹을 맺었다는 소식이다.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x16	secondary_ms	7020	12900	그 동맹이 나와 우리의 지위에\n얼마나 위험한지 알겠지.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x16	secondary_ms	12900	17590	한편 네크로맨서 길드에서도\n도움을 청하는 전갈이 왔다.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x16	secondary_ms	17590	24050	왕실군이 바쁜 틈을 타 위저드 길드가\n오랜 숙적을 공격한 모양이다.	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x16	secondary_ms	24210	32090	장군, 내가 묻겠다. 드워프 동맹을\n깨뜨릴까, 네크로맨서 길드를 구할까?	archibald	scenario_3_or_4	EVIL03QW.SMK	voice_aligned
0x17	secondary_ms	0	1070	축하한다.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned
0x17	secondary_ms	1170	6790	위저드들을 약화하는 동시에\n네크로맨서들을 강하게 만들었다.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned
0x17	secondary_ms	6850	12700	네크로맨서 길드가 영원한 감사를\n전해 왔다. 네가 나를 섬기는 동안	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned_split
0x17	secondary_ms	12700	16830	최고의 인재 한 명을 언제나\n보내 주겠다고 하는군.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned_split
0x17	secondary_ms	16830	22490	이제 로렌데일 계곡 영주들과\n관련된 급한 군사 문제다.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned
0x17	secondary_ms	22490	27810	두 놈이 반역자 롤랜드를 공개적으로\n지지했다. 절대 용납할 수 없는 죄다.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned
0x17	secondary_ms	27930	32970	충성스러운 두 영주의 성을 써서\n맨손으로 군대를 일으켜라.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned
0x17	secondary_ms	33210	34590	나를 실망시키지 마라.	archibald	scenario_5_from_3	EVIL05AV.SMK	voice_aligned
0x18	secondary_ms	230	1680	잘했다, 장군.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	1680	5440	드워프 왕이 아주 화가 나서\n내게 증오의 편지를 보냈더군.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	5440	11590	이렇게 적혀 있다. 살인자이자 사악한\n찬탈자 아치발드 아이언피스트에게.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned_split
0x18	secondary_ms	11590	15080	영원한 저주의 불길 속으로\n떨어지고 또 떨어져라!	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned_split
0x18	secondary_ms	15080	24390	드워프의 원수라 부를 네 추악한 장군도\n같은 운명을 맞길 빈다. 참으로 귀엽군!	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	24470	27630	오우거 왕에게도 전갈이 왔다.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
0x18	secondary_ms	27630	33290	결과가 마음에 들었다며 우리와 영원히\n동맹을 맺고 병력을 보내겠다고 하는군.	archibald	scenario_5_from_4	EVIL05BV.SMK	voice_aligned
